0.211,-0.050,0.988,1.012
0.212,-0.050,0.999,1.022
0.204,-0.046,0.982,1.004
0.214,-0.048,0.997,1.021
0.170,-0.026,1.008,1.022
0.243,-0.055,1.033,1.062
0.187,-0.059,0.977,0.997
0.208,-0.044,1.020,1.042
0.203,-0.053,1.012,1.034
0.216,-0.054,0.999,1.024
0.202,-0.050,0.969,0.991
0.206,-0.052,0.989,1.012
0.205,-0.046,1.004,1.026
0.203,-0.045,0.997,1.019
0.207,-0.046,0.988,1.010
0.211,-0.050,0.983,1.006
0.210,-0.052,0.996,1.019
0.208,-0.054,0.999,1.021
0.205,-0.051,0.987,1.010
0.212,-0.047,0.993,1.017
0.212,-0.049,0.980,1.004
0.202,-0.053,0.999,1.021
0.207,-0.050,0.996,1.019
0.211,-0.052,0.995,1.019
0.214,-0.049,0.986,1.010
0.203,-0.044,0.986,1.007
0.212,-0.052,0.991,1.015
0.214,-0.050,1.000,1.024
0.212,-0.047,0.995,1.019
0.208,-0.054,1.007,1.030
0.197,-0.049,1.013,1.033
0.197,-0.800,0.999,1.295
-0.062,-0.549,0.969,1.115
0.016,-0.845,1.098,1.386
-0.121,-0.356,0.984,1.054
-0.255,1.916,1.263,2.309
0.095,0.779,1.119,1.367
0.434,-1.352,0.910,1.686
0.228,-1.318,0.858,1.589
-0.236,1.972,0.941,2.197
0.089,0.296,1.178,1.218
0.384,1.972,0.742,2.141
0.003,-0.145,0.909,0.921
-0.020,1.281,1.705,2.133
0.116,1.066,0.579,1.219
0.775,1.972,0.228,2.131
0.035,-1.411,0.780,1.613
-0.004,1.686,0.982,1.951
0.041,1.972,1.250,2.335
0.126,-0.765,0.533,0.940
0.351,1.972,0.886,2.190
-0.012,-0.212,0.732,0.762
0.086,1.972,1.213,2.317
-0.025,1.448,1.152,1.851
0.309,1.972,0.794,2.148
0.099,-1.146,1.089,1.584
0.162,1.090,0.730,1.322
0.027,1.764,1.255,2.165
0.298,-1.595,0.668,1.755
0.124,-1.524,1.139,1.907
0.032,0.995,1.024,1.428
-0.057,1.972,1.420,2.430
0.244,-0.285,0.481,0.610
0.133,1.972,1.272,2.350
0.124,-0.785,0.744,1.088
0.102,1.871,1.096,2.171
0.061,1.972,1.462,2.455
0.110,-1.822,0.645,1.936
0.130,-1.877,0.922,2.095
0.049,1.158,0.813,1.416
-0.013,1.972,1.255,2.337
0.042,-0.274,0.591,0.653
0.254,1.972,1.063,2.254
-0.012,-0.270,0.808,0.852
0.177,1.972,1.342,2.392
0.188,1.598,0.875,1.831
0.332,1.972,0.727,2.127
0.020,-1.663,0.890,1.886
0.019,1.278,0.756,1.485
-0.069,1.972,1.670,2.585
0.136,-0.430,0.506,0.678
0.237,1.994,0.902,2.201
0.027,-0.338,0.760,0.832
0.124,1.840,1.412,2.323
0.164,1.338,1.166,1.782
0.364,-1.607,0.359,1.687
0.041,-1.617,1.491,2.200
0.112,0.711,0.674,0.986
0.101,1.972,1.367,2.401
-0.016,1.020,0.634,1.201
0.301,1.972,0.705,2.115
0.207,-1.857,0.742,2.011
0.093,1.248,1.054,1.636
0.117,1.972,1.321,2.376
0.028,-0.942,0.425,1.033
0.096,1.972,0.956,2.193
0.040,0.639,0.550,0.845
-0.231,1.972,-1.958,2.789
0.200,-0.433,0.830,0.957
0.402,-1.950,0.522,2.058
0.026,-0.639,0.796,1.021
-0.247,1.805,1.444,2.325
-0.061,1.413,1.166,1.832
0.118,-0.748,0.880,1.161
0.252,1.972,0.869,2.169
-0.057,0.234,0.673,0.715
-0.351,1.972,1.717,2.638
0.000,0.509,0.518,0.726
-0.027,-1.746,1.110,2.069
0.243,1.972,0.880,2.173
-0.119,1.250,0.973,1.588
-0.162,1.972,1.536,2.505
0.014,-0.180,0.594,0.621
-0.052,1.972,1.555,2.511
0.127,-0.631,0.648,0.913
-0.083,1.945,1.033,2.204
0.013,1.414,0.749,1.600
0.013,-0.978,0.958,1.369
0.100,1.972,1.315,2.372
0.003,-0.193,0.625,0.654
-0.212,1.936,1.343,2.366
-0.091,1.524,0.849,1.747
-0.072,-0.986,0.984,1.395
0.065,1.972,1.512,2.485
0.127,-0.523,0.521,0.749
-0.184,1.972,1.161,2.295
-0.135,1.825,1.137,2.154
-0.070,-0.572,0.770,0.962
0.048,1.972,1.481,2.466
0.180,-0.960,0.721,1.214
-0.008,1.489,0.891,1.735
-0.044,1.972,0.862,2.152
-0.132,-0.203,0.827,0.861
0.071,-1.876,1.531,2.423
0.120,-1.040,1.213,1.602
-0.023,0.480,0.927,1.044
0.029,1.871,0.642,1.979
-0.079,1.385,0.676,1.544
-0.050,-0.912,1.356,1.635
0.107,1.972,1.569,2.522
0.230,-0.439,0.525,0.722
-0.007,1.810,0.862,2.004
0.008,1.593,0.699,1.740
-0.076,-0.743,1.195,1.409
0.053,1.972,1.454,2.450
0.070,-0.378,0.697,0.796
-0.048,1.870,0.930,2.089
-0.022,1.711,0.637,1.826
-0.091,-1.282,1.450,1.938
0.181,1.972,1.135,2.282
0.005,0.777,0.323,0.841
-0.164,1.972,1.209,2.318
-0.070,0.866,0.548,1.027
-0.224,-1.351,1.548,2.067
0.207,1.972,1.182,2.308
0.082,0.158,0.356,0.398
-0.143,1.972,1.090,2.257
-0.170,1.417,0.679,1.580
-0.186,-1.600,1.425,2.150
0.058,1.972,1.443,2.444
-0.026,0.400,0.203,0.450
-0.178,1.972,1.214,2.322
-0.175,1.340,0.821,1.581
-0.139,-1.334,1.206,1.803
0.035,-1.982,1.534,2.506
0.138,0.036,0.388,0.414
-0.050,1.972,1.008,2.215
0.070,0.922,0.599,1.102
-0.067,1.972,1.588,2.533
