-0.024,-0.048,-1.039
-0.023,-0.051,-1.039
-0.022,-0.050,-1.036
-0.020,-0.053,-1.043
-0.022,-0.054,-1.037
-0.023,-0.048,-1.040
-0.036,-0.049,-1.048
-0.026,-0.049,-1.034
-0.024,-0.048,-1.039
-0.021,-0.047,-1.029
-0.025,-0.053,-1.038
-0.026,-0.050,-1.035
-0.023,-0.051,-1.029
-0.020,-0.053,-1.032
-0.020,-0.053,-1.036
-0.026,-0.046,-1.049
-0.027,-0.050,-1.036
-0.026,-0.050,-1.041
-0.019,-0.046,-1.031
-0.023,-0.047,-1.033
-0.028,-0.050,-1.040
-0.021,-0.047,-1.044
-0.029,-0.054,-1.031
-0.026,-0.049,-1.040
-0.024,-0.051,-1.043
-0.024,-0.057,-1.047
-0.027,-0.053,-1.039
-0.022,-0.057,-1.035
-0.022,-0.052,-1.035
-0.027,-0.057,-1.042
-0.029,-0.046,-1.037
-0.027,-0.058,-1.036
-0.030,-0.055,-1.039
-0.026,-0.054,-1.036
-0.021,-0.054,-1.036
-0.010,-0.047,-1.031
-0.032,-0.051,-1.020
-0.027,-0.055,-1.058
-0.024,-0.056,-1.060
-0.029,-0.052,-1.025
-0.030,-0.048,-1.013
-0.017,-0.048,-1.039
-0.019,-0.055,-1.059
-0.030,-0.051,-1.036
-0.026,-0.047,-1.034
-0.028,-0.049,-1.037
-0.025,-0.051,-1.047
-0.023,-0.046,-1.024
-0.025,-0.049,-1.034
-0.025,-0.051,-1.041
-0.028,-0.050,-1.036
-0.022,-0.050,-1.040
-0.025,-0.051,-1.042
-0.023,-0.052,-1.044
-0.024,-0.043,-1.035
-0.021,-0.048,-1.036
-0.025,-0.053,-1.040
-0.028,-0.046,-1.037
-0.023,-0.048,-1.034
-0.032,-0.051,-1.028
-0.025,-0.048,-1.032
-0.029,-0.050,-1.035
-0.029,-0.054,-1.032
-0.022,-0.048,-1.043
-0.021,-0.055,-1.036
-0.027,-0.051,-1.034
-0.026,-0.054,-1.037
-0.022,-0.052,-1.033
-0.015,-0.051,-1.035
-0.027,-0.054,-1.038
-0.023,-0.051,-1.032
-0.017,-0.050,-1.036
-0.028,-0.048,-1.024
-0.017,-0.052,-1.036
-0.027,-0.050,-1.033
-0.025,-0.052,-1.043
-0.019,-0.054,-1.042
-0.024,-0.053,-1.040
-0.023,-0.048,-1.033
-0.025,-0.050,-1.047
-0.025,-0.055,-1.051
-0.023,-0.047,-1.032
-0.024,-0.045,-1.029
-0.019,-0.046,-1.038
-0.022,-0.049,-1.039
-0.015,-0.051,-1.045
-0.026,-0.053,-1.036
-0.028,-0.051,-1.040
-0.025,-0.053,-1.040
-0.024,-0.052,-1.034
-0.022,-0.054,-1.032
-0.022,-0.048,-1.031
-0.021,-0.052,-1.042
-0.023,-0.052,-1.041
-0.023,-0.056,-1.033
-0.024,-0.050,-1.035
-0.027,-0.052,-1.036
-0.023,-0.055,-1.029
-0.029,-0.044,-1.034
-0.022,-0.052,-1.031
-0.023,-0.051,-1.031
-0.021,-0.051,-1.041
-0.024,-0.051,-1.040
-0.023,-0.053,-1.046
-0.018,-0.051,-1.042
-0.018,-0.054,-1.036
-0.024,-0.049,-1.034
-0.025,-0.055,-1.026
-0.021,-0.044,-1.029
-0.020,-0.049,-1.040
-0.023,-0.048,-1.039
-0.017,-0.050,-1.033
-0.026,-0.057,-1.039
-0.021,-0.054,-1.044
-0.026,-0.049,-1.036
-0.022,-0.054,-1.036
-0.025,-0.049,-1.037
-0.028,-0.056,-1.030
-0.028,-0.052,-1.031
-0.024,-0.049,-1.037
-0.018,-0.049,-1.040
-0.021,-0.051,-1.039
-0.018,-0.047,-1.039
-0.015,-0.055,-1.031
-0.016,-0.051,-1.035
-0.019,-0.052,-1.030
-0.028,-0.051,-1.018
-0.022,-0.046,-1.034
-0.026,-0.049,-1.037
-0.022,-0.054,-1.040
-0.021,-0.049,-1.031
-0.026,-0.052,-1.040
-0.020,-0.046,-1.036
-0.017,-0.050,-1.040
-0.023,-0.052,-1.040
-0.030,-0.052,-1.035
-0.029,-0.052,-1.039
-0.022,-0.047,-1.034
-0.024,-0.047,-1.031
-0.018,-0.049,-1.041
-0.028,-0.046,-1.031
-0.021,-0.049,-1.038
-0.020,-0.052,-1.044
-0.022,-0.052,-1.044
