0.42,5.03
0.42,4.91
0.39,4.79
0.58,4.67
18.70,5.51
39.42,7.44
41.03,9.25
-13.07,7.89
-36.00,5.40
-38.68,3.01
-16.02,2.03
2.20,2.12
-1.42,2.06
3.58,2.24
1.60,2.29
1.03,2.30
0.25,2.26
0.32,2.23
0.44,2.20
0.05,2.14
0.36,2.10
0.35,2.06
0.35,2.02
0.47,1.98
0.61,1.95
0.65,1.92
0.72,1.90
0.56,1.87
0.24,1.82
0.57,1.79
0.39,1.75
0.24,1.70
0.67,1.68
1.25,1.70
0.63,1.69
0.28,1.66
0.94,1.67
2.57,1.73
0.90,1.71
-0.45,1.61
-1.21,1.48
0.20,1.44
0.54,1.38
-2.76,1.18
-40.58,-0.99
-59.76,-3.85
-21.05,-4.25
43.07,-1.47
51.32,1.56
39.75,3.72
18.87,4.61
9.87,4.98
1.50,4.93
-3.65,4.55
0.31,4.37
0.89,4.21
0.57,4.04
0.56,3.88
0.56,3.73
0.31,3.57
0.33,3.42
0.56,3.29
0.47,3.15
0.47,3.02
0.59,2.89
0.41,2.76
0.36,2.64
-0.40,2.48
0.58,2.37
0.77,2.27
0.35,2.16
0.75,2.07
0.25,1.97
0.39,1.88
0.06,1.78
0.19,1.68
0.60,1.63
0.58,1.57
0.66,1.51
-0.12,1.42
-0.57,1.30
0.13,1.24
1.75,1.25
1.28,1.24
-0.06,1.16
-1.70,1.00
1.32,1.01
2.69,1.07
0.15,0.99
4.37,1.18
36.34,2.89
61.84,5.63
55.74,7.85
7.49,7.28
-49.65,3.71
-49.68,0.81
-47.21,-1.72
-1.31,-1.76
0.81,-1.76
1.79,-1.68
1.29,-1.52
0.62,-1.42
0.54,-1.33
-0.13,-1.29
0.28,-1.21
0.05,-1.15
-0.01,-1.10
0.49,-1.01
0.36,-0.94
0.27,-0.89
0.13,-0.84
0.86,-0.75
0.08,-0.71
0.25,-0.66
1.06,-0.56
-0.97,-0.57
0.35,-0.52
0.06,-0.49
0.43,-0.44
-0.05,-0.41
0.01,-0.39
0.28,-0.35
0.54,-0.31
0.43,-0.27
0.61,-0.22
0.25,-0.20
1.06,-0.13
0.52,-0.09
0.31,-0.06
0.43,-0.04
0.61,0.00
0.68,0.04
0.65,0.07
-0.91,0.03
-5.60,-0.25
-14.64,-1.03
-35.41,-2.83
-53.43,-5.18
-55.11,-7.26
-6.54,-6.73
47.33,-3.66
58.49,-0.26
50.51,2.50
5.66,2.65
7.72,2.97
-1.31,2.77
-5.50,2.36
-0.57,2.21
0.97,2.16
1.15,2.11
0.86,2.04
0.55,1.95
0.49,1.87
0.56,1.80
0.52,1.73
0.48,1.66
0.41,1.59
0.36,1.51
0.25,1.44
0.46,1.38
0.75,1.34
0.60,1.29
0.54,1.24
0.31,1.18
0.45,1.12
0.39,1.07
0.31,1.02
0.18,0.96
0.12,0.90
-0.05,0.84
0.03,0.77
0.25,0.73
0.46,0.69
0.77,0.68
0.42,0.65
0.34,0.61
0.64,0.59
0.29,0.56
0.57,0.54
0.17,0.50
0.57,0.49
0.20,0.44
0.62,0.43
-1.20,0.33
0.57,0.33
4.08,0.51
0.28,0.49
