4,-201
1380,-144,15704,-481,-140,-196
1280,-92,15564,-486,-134,-203
1248,-100,15644,-495,-123,-209
1268,-28,15668,-489,-147,-184
1344,-120,15660,-474,-125,-223
1404,-164,15532,-477,-124,-233
1272,-180,15688,-476,-122,-207
1296,-36,15612,-492,-115,-218
1240,-148,15804,-486,-129,-199
1312,-180,15780,-475,-123,-200
1344,-220,15664,-483,-138,-229
1160,-168,15740,-469,-139,-217
1472,-32,15520,-495,-155,-213
1480,-136,15600,-491,-171,-200
1272,-32,15760,-487,-118,-201
1308,-176,15544,-473,-90,-198
1304,-164,15792,-482,-141,-205
1432,-44,15576,-488,-148,-228
1312,-148,15720,-472,-128,-194
1392,-76,15660,-479,-119,-216
1184,-64,15676,-489,-134,-209
1288,-92,15484,-487,-168,-205
1268,-144,15616,-493,-158,-211
1368,-116,15492,-493,-177,-180
1380,-104,15620,-478,-114,-196
1468,-112,15752,-463,-136,-206
1328,-256,15604,-466,-136,-228
1388,-168,15652,-503,-126,-215
1304,-184,15728,-474,-111,-190
1260,-112,15704,-465,-139,-218
1280,-160,15668,-497,-149,-205
1280,-156,15720,-479,-121,-214
1264,-128,15536,-489,-125,-208
1328,-192,15768,-469,-131,-192
1292,-96,15744,-486,-151,-209
1308,-156,15620,-480,-164,-195
1356,-160,15728,-469,-133,-193
1392,-96,15724,-493,-127,-194
1284,-116,15564,-468,-145,-193
1124,-84,15636,-467,-133,-189
1244,-64,15780,-484,-140,-204
1356,-212,15648,-470,-120,-209
1296,-196,15572,-453,-154,-226
1320,-240,15684,-471,-149,-199
1412,-48,15752,-462,-118,-202
1288,-48,15644,-480,-157,-191
1316,-132,15620,-467,-142,-196
1352,-120,15720,-461,-131,-210
1224,-156,15660,-487,-133,-221
1328,-200,15728,-488,-159,-201
1288,-68,15616,-450,-140,-211
1364,-100,15756,-491,-128,-220
1388,-132,15536,-503,-123,-206
1284,-64,15588,-490,-123,-212
1304,-116,15624,-464,-148,-195
1304,-172,15600,-478,-141,-180
1212,-136,15676,-469,-138,-205
1364,-96,15656,-473,-144,-201
1320,-40,15652,-468,-116,-217
1428,-16,15644,-518,-155,-199
1364,-184,15632,-469,-129,-204
1284,-76,15652,-473,-115,-189
1208,-36,15828,-474,-156,-204
1304,-116,15724,-479,-125,-192
1468,44,15636,-483,-143,-215
1388,-48,15576,-479,-144,-223
1368,-60,15664,-474,-138,-189
1256,-144,15784,-480,-136,-229
1256,-64,15660,-494,-150,-201
1272,-144,15760,-475,-163,-212
1396,-60,15816,-488,-125,-208
1280,-76,15620,-497,-140,-194
1216,-156,15488,-487,-124,-203
1324,-148,15756,-478,-146,-192
1260,-116,15640,-486,-156,-190
1300,-128,15556,-489,-147,-228
1232,-224,15568,-505,-144,-208
1348,-84,15660,-465,-135,-194
1188,-132,15604,-456,-167,-195
1364,-100,15644,-477,-136,-186
1236,-88,15776,-468,-158,-195
1324,-60,15756,-473,-145,-192
1276,-132,15788,-483,-125,-213
1216,-180,15684,-484,-126,-229
1288,-160,15792,-480,-120,-196
1296,-196,15608,-473,-137,-223
1380,-180,15656,-468,-119,-197
1296,-136,15592,-470,-156,-209
1380,-148,15724,-490,-98,-206
1264,-112,15792,-479,-135,-185
1280,-72,15632,-475,-141,-188
1224,-84,15544,-484,-143,-199
1292,-148,15492,-452,-145,-202
1304,-84,15592,-469,-144,-175
1252,-156,15728,-481,-159,-225
1316,-116,15552,-483,-121,-185
1308,-160,15656,-512,-138,-189
1376,-64,15668,-471,-128,-207
1340,-144,15640,-465,-111,-173
1284,-12,15772,-454,-157,-223
1304,-220,15744,-477,-131,-196
1304,-124,15692,-468,-147,-202
1200,-84,15576,-452,-147,-205
1276,-124,15680,-497,-120,-205
1324,-40,15780,-492,-136,-173
1292,-60,15788,-472,-125,-186
1368,-136,15700,-501,-152,-203
1380,-124,15740,-455,-120,-205
1280,-176,15672,-492,-169,-226
1232,-144,15724,-471,-166,-202
1316,-64,15764,-475,-115,-222
1392,-88,15568,-478,-152,-222
1372,-140,15628,-460,-128,-209
1272,-228,15632,-480,-134,-201
1368,-156,15656,-476,-123,-214
1324,-152,15592,-471,-149,-194
1316,-64,15716,-486,-163,-225
1256,-92,15692,-496,-129,-219
1376,-92,15692,-456,-132,-207
1256,-44,15732,-509,-143,-186
1364,-56,15636,-482,-140,-210
1320,-36,15540,-469,-115,-210
1240,-188,15600,-486,-144,-207
1280,-84,15736,-477,-146,-208
1324,-96,15740,-452,-135,-196
1352,-84,15588,-473,-150,-226
1356,-28,15780,-481,-147,-207
1364,-164,15604,-507,-158,-228
1260,-84,15748,-450,-118,-208
1276,-156,15668,-474,-157,-203
1264,-88,15636,-474,-154,-210
1324,-84,15652,-487,-138,-208
1376,-96,15632,-487,-148,-229
1268,-104,15656,-497,-112,-209
1256,-180,15616,-452,-151,-200
1308,-52,15700,-492,-143,-187
1380,-52,15616,-490,-150,-224
1348,-36,15632,-462,-152,-232
1296,-144,15792,-488,-141,-202
1332,-168,15764,-490,-180,-192
