0.195,-0.028,-0.003,0.167
0.191,-0.026,-0.003,0.139
0.181,-0.028,0.002,0.110
0.166,-0.029,-0.015,0.082
0.157,-0.023,0.003,0.061
0.161,-0.020,0.003,0.054
0.158,-0.022,0.001,0.044
0.140,-0.013,0.003,0.022
0.144,-0.020,-0.007,0.023
0.137,-0.024,-0.003,0.015
0.131,-0.019,-0.006,0.007
0.124,-0.013,0.000,0.004
0.117,-0.014,-0.008,0.009
0.115,-0.014,0.003,0.010
0.110,-0.025,-0.001,0.013
0.106,-0.013,0.002,0.013
0.111,-0.013,-0.007,0.009
0.102,-0.014,-0.000,0.014
0.094,-0.008,0.000,0.019
0.094,-0.014,-0.005,0.015
0.086,-0.010,0.010,0.022
0.082,-0.011,0.007,0.022
0.073,-0.013,-0.004,0.025
0.135,-0.159,0.040,0.132
0.028,-0.126,-0.008,0.101
0.038,-0.040,0.021,0.049
0.078,0.006,0.002,0.046
0.088,-0.143,-0.007,0.089
0.084,0.531,0.097,0.504
0.224,0.012,0.112,0.144
-0.040,0.167,0.450,0.393
0.124,-0.658,-0.195,0.651
0.164,-0.980,-0.309,0.845
-0.004,0.626,-0.056,0.705
0.027,1.350,0.191,1.222
-0.049,0.587,0.009,0.393
0.338,-1.460,-0.368,1.475
0.051,-0.876,0.031,0.713
0.098,0.639,-0.183,0.697
-0.053,1.673,0.156,1.477
0.140,-0.974,-0.292,1.036
0.127,-1.395,0.004,1.217
-0.013,0.754,-0.113,0.800
-0.127,1.581,0.379,1.438
-0.009,-0.248,-0.213,0.428
0.340,-1.899,-0.163,1.752
-0.111,1.017,-0.010,1.022
-0.140,1.591,0.289,1.385
0.222,-0.586,-0.539,0.863
0.211,-1.319,-0.144,1.233
-0.078,0.988,0.390,1.014
-0.054,1.341,-0.017,1.087
0.573,1.966,-0.401,1.556
-0.123,-0.361,-0.029,0.773
-0.184,1.838,0.334,1.302
-0.207,0.476,-0.329,0.362
0.609,1.855,-0.471,1.248
-0.271,0.770,0.419,0.551
-0.145,1.426,0.290,0.640
0.588,1.788,-0.497,1.017
-0.082,-0.139,-0.160,0.991
-0.248,1.590,0.506,0.855
0.100,-0.586,-0.318,1.336
0.422,-1.816,-0.499,2.214
-0.156,0.519,0.102,0.317
-0.137,1.512,0.257,1.028
-0.087,-0.028,-0.326,0.553
0.584,1.761,-0.445,1.255
-0.105,0.396,-0.173,0.277
-0.245,1.659,0.586,1.113
0.256,-1.287,-0.389,1.785
0.197,-1.736,-0.150,1.872
-0.267,1.597,0.408,1.348
-0.131,0.748,0.093,0.374
0.837,1.722,-0.730,1.461
-0.414,0.746,0.066,0.497
-0.263,1.643,0.488,1.024
-0.085,-0.823,-0.225,1.378
0.428,-2.150,-0.980,2.453
-0.339,1.518,0.437,1.327
-0.287,1.311,0.102,0.871
0.670,1.730,-0.717,1.343
-0.115,-0.477,-0.162,0.990
-0.246,1.643,0.952,1.372
-0.232,0.132,-0.019,0.499
0.666,1.684,-0.847,1.323
-0.202,0.350,0.101,0.454
-0.355,1.670,0.640,1.084
0.323,-1.979,-0.663,2.485
0.154,-1.090,-0.610,1.363
-0.305,1.659,0.829,1.533
-0.035,-0.151,-0.062,0.481
0.722,1.717,-1.029,1.588
-0.316,0.889,0.428,0.687
-0.209,1.542,0.579,1.007
0.135,-0.758,-0.585,1.371
0.290,-2.109,-0.208,2.240
-0.008,0.349,-0.043,0.211
-0.125,1.616,0.331,1.303
0.103,-0.537,-0.487,0.869
0.398,1.731,-0.506,1.356
-0.077,0.690,0.076,0.311
-0.300,1.689,0.514,1.191
0.108,-0.952,-0.536,1.450
0.299,-1.876,-0.229,1.976
-0.014,0.644,0.281,0.590
-0.265,1.427,0.668,1.266
0.522,-1.844,-0.794,2.050
0.151,-1.141,-0.268,1.007
-0.076,0.998,0.485,1.106
-0.291,1.303,0.412,1.187
0.431,-1.399,-0.776,1.580
0.244,-1.563,-0.298,1.327
-0.057,0.196,0.137,0.459
-0.339,1.884,0.850,1.961
-0.039,0.030,-0.513,0.501
0.443,1.874,-0.934,1.730
-0.174,0.534,0.133,0.352
-0.388,1.569,0.865,1.347
0.146,-1.274,-0.518,1.645
0.329,-1.587,-0.725,1.723
-0.111,0.612,0.280,0.642
-0.082,1.550,0.549,1.347
-0.035,0.002,-0.149,0.304
0.590,1.797,-0.825,1.550
-0.131,0.265,0.099,0.340
-0.302,1.733,0.610,1.273
0.106,-0.963,-0.488,1.441
0.266,-1.394,-0.465,1.587
-0.140,1.261,0.618,1.155
-0.198,1.075,0.117,0.687
0.862,1.786,-1.178,1.702
-0.126,-0.360,0.322,0.964
-0.198,1.668,0.605,1.198
-0.130,-0.246,-0.272,0.818
0.490,-1.964,-0.890,2.271
-0.074,0.417,0.073,0.333
-0.286,1.629,0.738,1.459
0.258,-1.474,-0.416,1.651
0.298,-1.330,-0.723,1.375
-0.283,1.717,0.819,1.778
-0.231,0.635,0.152,0.470
0.807,1.820,-1.269,1.859
-0.275,1.164,0.631,0.960
-0.013,0.268,0.095,0.304
0.687,-1.876,-1.112,2.311
-0.354,1.435,0.552,1.315
0.236,-0.549,-0.126,0.790
0.343,-1.138,-0.522,1.235
-0.299,1.542,0.539,1.466
-0.035,0.484,-0.025,0.217
0.164,-0.711,-0.501,0.935
0.273,-1.532,-0.310,1.438
0.126,-0.158,0.016,0.144
-0.187,1.921,0.664,1.875
0.188,-0.193,0.009,0.340
0.379,-1.651,-0.521,1.596
-0.057,-0.142,-0.250,0.212
-0.178,1.870,0.425,1.782
-0.123,0.822,-0.060,0.581
0.366,1.934,-0.212,1.459
0.118,-1.093,-0.292,1.379
0.023,0.873,0.119,0.544
-0.251,1.732,0.511,1.292
0.310,-1.259,-0.402,1.612
0.189,-1.458,-0.203,1.498
0.012,0.341,-0.156,0.283
-0.228,1.721,0.547,1.517
-0.041,0.626,-0.193,0.319
0.301,-1.927,-0.172,1.971
0.192,-1.374,-0.285,1.212
-0.075,1.161,0.074,1.159
-0.243,1.728,0.199,1.492
0.209,-1.120,-0.260,1.214
0.243,-1.592,-0.383,1.446
-0.036,0.855,0.102,0.904
-0.251,1.567,0.535,1.474
-0.061,0.047,-0.183,0.230
0.377,1.948,-0.298,1.550
0.116,-0.815,-0.176,1.082
-0.207,1.640,0.583,1.318
-0.094,1.184,-0.007,0.617
0.353,1.884,-0.444,1.217
0.090,-1.207,-0.052,1.682
-0.170,1.156,0.474,0.756
-0.242,1.236,0.184,0.620
0.217,-1.138,-0.481,1.618
0.296,-1.734,-0.583,1.891
-0.139,0.647,0.143,0.553
-0.356,1.834,0.603,1.563
-0.002,-0.289,-0.336,0.676
0.333,-1.912,-0.541,1.963
0.018,-0.805,-0.258,0.678
-0.227,1.783,0.771,1.816
-0.038,1.023,-0.130,0.752
0.430,-1.669,-0.667,1.788
0.080,-1.168,-0.075,0.983
-0.004,0.206,0.037,0.358
-0.155,1.304,0.333,1.279
-0.079,0.947,-0.142,0.742
0.084,-1.025,0.001,1.058
0.320,1.982,-0.182,1.684
-0.018,0.109,-0.345,0.313
-0.221,1.896,0.405,1.448
-0.143,0.838,-0.229,0.339
-0.011,-1.937,0.192,2.148
0.283,-1.758,-0.546,1.743
-0.156,1.306,0.159,1.219
-0.167,1.765,0.073,1.413
-0.013,-0.424,-0.228,0.688
0.218,1.872,0.067,1.402
0.047,-1.247,-0.143,1.479
-0.072,0.913,-0.321,0.626
-0.268,1.840,0.665,1.456
-0.072,0.227,-0.178,0.326
0.360,1.798,-0.110,1.151
0.108,-1.780,-0.150,2.113
-0.120,0.804,-0.051,0.424
-0.181,1.747,0.295,1.192
-0.183,0.244,-0.129,0.354
0.135,-1.819,0.009,2.018
0.284,1.778,0.061,1.372
-0.088,-0.194,-0.392,0.634
-0.196,1.732,0.329,1.243
-0.107,1.303,-0.164,0.662
-0.076,-0.691,0.194,1.164
0.318,1.726,0.317,1.151
0.120,-1.308,-0.314,1.694
-0.048,0.663,-0.149,0.298
-0.238,1.725,0.256,1.171
-0.214,0.342,-0.141,0.305
0.159,-1.861,0.201,2.074
0.282,1.740,0.119,1.338
0.061,-0.595,-0.404,0.949
-0.222,1.579,0.173,1.141
-0.224,1.543,0.278,0.959
-0.081,-0.063,-0.236,0.638
0.333,1.741,0.023,1.080
0.191,-2.041,-0.186,2.349
-0.116,0.625,-0.122,0.319
-0.242,1.735,0.430,1.265
-0.211,0.574,-0.140,0.217
-0.018,-1.029,-0.023,1.348
0.399,1.714,0.009,1.244
0.232,-1.104,-0.415,1.444
-0.140,0.808,0.113,0.497
